num;Q-score;P-score;Z-score;RMSD;Nalgn;Nsse;Ngaps;Seq-%;Nmd;Nres-Q;Nsse-Q;Nres-T;Nsse-T;code
977;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:M
978;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:L
979;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:P
980;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:J
981;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:N
982;0.4367;1.764;3.714;0.472;8;1;0;0;0;13;1;11;1;5awj:C
983;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:K
984;0.2627;2.032;4.002;0.472;7;1;0;0.1429;0;13;1;14;1;6u8n:O
985;0.5362;1.754;3.703;0.472;10;1;0;0.1;0;13;1;14;1;5mxs:A
986;0.4367;1.771;3.721;0.473;8;1;0;0;0;13;1;11;1;3wtq:C
987;0.8257;2.829;4.772;0.473;11;1;0;1;0;13;1;11;1;4hfz:D
988;0.4804;1.748;3.695;0.473;8;1;0;0;0;13;1;10;1;3oll:C
989;0.5338;1.785;3.736;0.473;8;1;0;0.125;0;13;1;9;1;1gwq:D
990;0.2826;2.112;4.084;0.473;8;1;0;0;0;13;1;17;1;8aaa:B
991;0.4804;1.768;3.718;0.473;8;1;0;0;0;13;1;10;1;7vqp:C
992;0.4804;1.521;3.434;0.473;8;1;0;0.125;0;13;1;10;1;5iaw:D
993;0.3202;1.511;3.422;0.473;8;1;0;0.125;0;13;1;15;1;5hjs:C
994;0.4367;1.768;3.718;0.474;8;1;0;0;0;13;1;11;1;3wt7:C
995;0.4803;1.771;3.721;0.474;8;1;0;0.125;0;13;1;10;1;5tlu:C
996;0.5337;2.115;4.088;0.474;8;1;0;0.125;0;13;1;9;1;5tn8:C
997;0.7505;2.786;4.733;0.474;10;1;0;0.4;0;13;1;10;1;4rxz:D
998;0.5337;1.781;3.732;0.474;8;1;0;0;0;13;1;9;1;4jyi:F
999;0.5336;1.781;3.732;0.475;8;1;0;0.125;0;13;1;9;1;2b23:D
1000;0.4803;1.771;3.721;0.475;8;1;0;0;0;13;1;10;1;5xpo:C
1001;0.4366;1.771;3.721;0.475;8;1;0;0;0;13;1;11;1;2zmj:C
1002;0.3694;1.518;3.43;0.475;8;1;0;0;0;13;1;13;1;2jf9:P
1003;0.4366;2.749;4.699;0.475;8;1;0;0.25;0;13;1;11;1;7u09:A
1004;0.4052;2.043;4.014;0.475;9;1;0;0.2222;0;13;1;15;1;1yfn:G
1005;0.09964;1.322;3.189;0.475;9;1;0;0;0;13;1;61;1;7cwh:B
1006;0.2088;2.707;4.661;0.475;8;1;0;0;0;13;1;23;1;3hym:C
1007;0.4803;1.511;3.422;0.475;8;1;0;0.125;0;13;1;10;1;1k4w:B
1008;0.4802;1.514;3.426;0.476;8;1;0;0;0;13;1;10;1;7m53:A
1009;0.1143;1.751;3.699;0.476;8;1;0;0.125;0;13;1;42;1;2ysv:A
1010;0.3694;1.758;3.706;0.476;8;1;0;0.25;0;13;1;13;1;7u0a:A
1011;0.4366;1.768;3.718;0.476;8;1;0;0;0;13;1;11;1;3vt5:C
1012;0.4802;1.764;3.714;0.476;8;1;0;0;0;13;1;10;1;3vjt:C
1013;0.3377;1.501;3.41;0.476;9;1;0;0;0;13;1;18;1;3iux:B
1014;0.4366;1.764;3.714;0.476;8;1;0;0.125;0;13;1;11;1;5mmj:0
1015;0.0707;2.043;4.014;0.476;7;1;0;0;0;13;1;52;1;2lua:A
1016;0.4802;1.514;3.426;0.476;8;1;0;0;0;13;1;10;1;5oa1:6
1017;0.5335;1.768;3.718;0.477;8;1;0;0;0;13;1;9;1;5oa1:9
1018;0.4341;1.775;3.725;0.477;9;1;0;0;0;13;1;14;1;7qol:R
1019;0.1715;1.771;3.721;0.477;8;1;0;0;0;13;1;28;1;2nav:A
1020;0.2001;1.788;3.74;0.477;8;1;0;0.125;0;13;1;24;1;1hnx:V
1021;0.4365;1.771;3.721;0.477;8;1;0;0;0;13;1;11;1;5q1d:B
1022;0.3201;1.508;3.418;0.477;8;1;0;0.125;0;13;1;15;1;2o9i:D
1023;0.4801;1.768;3.718;0.478;8;1;0;0.125;0;13;1;10;1;3hm1:C
1024;0.434;2.108;4.081;0.478;9;1;0;0;0;13;1;14;1;1ej4:B
1025;0.2095;2.096;4.069;0.478;9;1;0;0.1111;0;13;1;29;1;4hfp:A
1026;0.4801;1.775;3.725;0.479;8;1;0;0.125;0;13;1;10;1;5tld:C
1027;0.5334;2.104;4.077;0.479;8;1;0;0.125;0;13;1;9;1;5kri:D
1028;0.4364;2.104;4.077;0.479;8;1;0;0;0;13;1;11;1;4x1h:C
1029;0.4364;1.508;3.418;0.479;8;1;0;0.125;0;13;1;11;1;7yxn:R
1030;0.4801;1.771;3.721;0.479;8;1;0;0.125;0;13;1;10;1;4j24:L
1031;0.16;1.147;2.96;0.479;8;1;0;0.125;0;13;1;30;1;2juv:B
1032;0.5523;1.302;3.165;0.479;9;1;0;0;0;13;1;11;1;5me3:Z
1033;0.6076;2.104;4.077;0.48;9;1;0;0;0;13;1;10;1;5dke:D
1034;0.2527;2.081;4.053;0.48;8;1;0;0.125;0;13;1;19;1;6d37:A
1035;0.1588;2.017;3.987;0.48;6;1;0;0.1667;0;13;1;17;1;6cot:A
1036;0.3429;1.143;2.956;0.48;8;1;0;0;0;13;1;14;1;2lsj:B
1037;0.48;1.768;3.718;0.48;8;1;0;0.125;0;13;1;10;1;4mg7:D
1038;0.405;1.738;3.684;0.481;9;1;0;0;0;13;1;15;1;7bv4:F
1039;0.48;1.771;3.721;0.481;8;1;0;0.125;0;13;1;10;1;5tlp:C
1040;0.4363;2.1;4.073;0.481;8;1;0;0;0;13;1;11;1;2x72:B
1041;0.4799;1.518;3.43;0.481;8;1;0;0.125;0;13;1;10;1;4dor:D
1042;0.4799;1.771;3.721;0.482;8;1;0;0.125;0;13;1;10;1;5dxq:C
1043;0.4363;1.761;3.71;0.482;8;1;0;0;0;13;1;11;1;5b5b:F
1044;0.2666;1.521;3.434;0.482;8;1;0;0;0;13;1;18;1;7r6q:h
1045;0.2666;1.751;3.699;0.482;8;1;0;0;0;13;1;18;1;2ndc:A
1046;0.4363;1.511;3.422;0.482;8;1;0;0.125;0;13;1;11;1;5gtp:B
1047;0.3428;1.758;3.706;0.482;8;1;0;0;0;13;1;14;1;6ilq:B
1048;0.5332;2.104;4.077;0.482;8;1;0;0;0;13;1;9;1;3cld:H
1049;0.4363;1.771;3.721;0.482;8;1;0;0;0;13;1;11;1;3w5p:C
1050;0.4499;2.017;3.987;0.483;6;1;0;0;0;13;1;6;1;6dec:Q
1051;0.5521;2.089;4.061;0.483;9;1;0;0.1111;0;13;1;11;1;3lnz:P
1052;0.1999;2.119;4.092;0.483;8;1;0;0.125;0;13;1;24;1;3t1h:V
1053;0.4362;1.518;3.43;0.483;8;1;0;0.125;0;13;1;11;1;7wml:B
1054;0.3691;1.781;3.732;0.483;8;1;0;0;0;13;1;13;1;4lk9:B
1055;0.4798;2.089;4.061;0.484;8;1;0;0;0;13;1;10;1;5gie:C
1056;0.5331;2.077;4.049;0.484;8;1;0;0.125;0;13;1;9;1;5e15:D
1057;0.4798;1.764;3.714;0.484;8;1;0;0;0;13;1;10;1;5gic:C
1058;0.4362;1.775;3.725;0.484;8;1;0;0.125;0;13;1;11;1;6ssq:G
1059;0.4362;1.771;3.721;0.484;8;1;0;0;0;13;1;11;1;6jez:C
1060;0.4362;1.768;3.718;0.485;8;1;0;0.125;0;13;1;11;1;7xwr:C
1061;0.4337;0.8657;2.557;0.485;9;1;0;0;0;13;1;14;1;7lo0:O
1062;0.4798;1.764;3.714;0.485;8;1;0;0;0;13;1;10;1;3mnp:B
1063;0.1999;2.115;4.088;0.485;8;1;0;0.125;0;13;1;24;1;4b3m:V
1064;0.4361;1.514;3.426;0.486;8;1;0;0.125;0;13;1;11;1;6lit:E
1065;0.1999;2.131;4.104;0.486;8;1;0;0.125;0;13;1;24;1;4b3t:V
1066;0.4361;1.524;3.437;0.486;8;1;0;0.125;0;13;1;11;1;1mzn:B
1067;0.2822;2.115;4.088;0.486;8;1;0;0;0;13;1;17;1;7n43:H
1068;0.4361;1.511;3.422;0.486;8;1;0;0.125;0;13;1;11;1;4nqa:K
1069;0.4797;1.768;3.718;0.486;8;1;0;0;0;13;1;10;1;3omq:C
1070;0.4047;1.137;2.947;0.487;9;1;0;0;0;13;1;15;1;3ax2:B
1071;0.4361;1.524;3.437;0.487;8;1;0;0.125;0;13;1;11;1;6ijs:B
1072;0.5246;2.697;4.652;0.487;7;1;0;0;0;13;1;7;1;4ppp:C
1073;0.7495;2.814;4.758;0.487;10;1;0;0;0;13;1;10;1;4zn9:C
1074;0.04749;1.143;2.956;0.487;8;1;0;0;0;13;1;101;1;3k80:D
1075;0.3198;1.508;3.418;0.487;8;1;0;0.125;0;13;1;15;1;3ipu:C
1076;0.5329;1.758;3.706;0.488;8;1;0;0.125;0;13;1;9;1;4zns:D
1077;0.5329;1.775;3.725;0.488;8;1;0;0.125;0;13;1;9;1;5tlg:D
1078;0.3689;1.775;3.725;0.488;8;1;0;0;0;13;1;13;1;2v1t:C
1079;0.6745;2.679;4.635;0.488;9;1;0;0;0;13;1;9;1;5dyd:C
1080;0.06224;2.028;3.998;0.488;7;1;0;0;0;13;1;59;1;1e9t:A
1081;0.3997;1.514;3.426;0.488;8;1;0;0.125;0;13;1;12;1;7uxj:E
1082;0.5329;1.775;3.725;0.488;8;1;0;0.125;0;13;1;9;1;3uua:F
1083;0.1998;2.127;4.1;0.488;8;1;0;0.125;0;13;1;24;1;2uxd:V
1084;0.436;1.514;3.426;0.488;8;1;0;0.125;0;13;1;11;1;6jq7:B
1085;0.4796;1.778;3.729;0.489;8;1;0;0.125;0;13;1;10;1;5krk:C
1086;0.3996;2.112;4.084;0.489;8;1;0;0.125;0;13;1;12;1;7ykg:D
1087;0.1998;1.785;3.736;0.489;8;1;0;0.125;0;13;1;24;1;2uu9:U
1088;0.436;1.524;3.437;0.489;8;1;0;0.125;0;13;1;11;1;5yxd:B
1089;0.6744;2.773;4.721;0.489;9;1;0;0;0;13;1;9;1;5ei1:D
1090;0.2398;2.112;4.084;0.489;8;1;0;0;0;13;1;20;1;1wkw:B
1091;0.1998;2.123;4.096;0.49;8;1;0;0.125;0;13;1;24;1;4lf6:U
1092;0.3194;2.67;4.627;0.49;9;1;0;0;0;13;1;19;1;3rvd:N
1093;0.7492;2.773;4.721;0.49;10;1;0;0;0;13;1;10;1;2qxm:D
1094;0.5327;1.771;3.721;0.491;8;1;0;0.125;0;13;1;9;1;5tlt:D
1095;0.08172;2.014;3.983;0.491;6;1;0;0;0;13;1;33;1;7ell:H
1096;0.4794;1.514;3.426;0.492;8;1;0;0.125;0;13;1;10;1;1kv6:C
1097;0.4794;1.764;3.714;0.492;8;1;0;0;0;13;1;10;1;3omo:C
1098;0.3995;1.508;3.418;0.492;8;1;0;0.125;0;13;1;12;1;7uxj:F
1099;0.5327;1.754;3.703;0.492;8;1;0;0;0;13;1;9;1;5lsp:X
1100;0.2167;1.781;3.732;0.492;9;1;0;0.1111;0;13;1;28;1;1d3t:A
1101;0.3792;1.289;3.148;0.492;9;1;0;0;0;13;1;16;1;3gof:C
1102;0.4794;1.764;3.714;0.493;8;1;0;0;0;13;1;10;1;7c7v:C
1103;0.1997;2.127;4.1;0.493;8;1;0;0.125;0;13;1;24;1;4lf8:U
1104;0.1997;2.127;4.1;0.493;8;1;0;0.125;0;13;1;24;1;4lf7:U
1105;0.4794;1.521;3.434;0.493;8;1;0;0.125;0;13;1;10;1;2qse:C
1106;0.1997;1.768;3.718;0.493;8;1;0;0.125;0;13;1;24;1;6mkn:V
1107;0.4494;2.014;3.983;0.493;6;1;0;0;0;13;1;6;1;4j86:C
1108;0.4358;1.764;3.714;0.493;8;1;0;0;0;13;1;11;1;2o4r:C
1109;0.4793;2.014;3.983;0.494;8;1;0;0.125;0;13;1;10;1;4zns:C
1110;0.674;2.864;4.802;0.494;9;1;0;0;0;13;1;9;1;5dks:D
1111;0.2621;2.077;4.049;0.494;7;1;0;0;0;13;1;14;1;7sqs:E
1112;0.4357;1.514;3.426;0.494;8;1;0;0.125;0;13;1;11;1;3gd2:B
1113;0.1311;1.293;3.152;0.494;7;1;0;0;0;13;1;28;1;6z7y:H
1114;0.3687;1.775;3.725;0.494;8;1;0;0.125;0;13;1;13;1;6v4h:B
1115;0.4793;1.771;3.721;0.494;8;1;0;0;0;13;1;10;1;3mno:B
1116;0.5326;1.768;3.718;0.494;8;1;0;0.125;0;13;1;9;1;5duh:D
1117;0.5325;1.771;3.721;0.495;8;1;0;0;0;13;1;9;1;5q1h:F
1118;0.4357;1.521;3.434;0.495;8;1;0;0.125;0;13;1;11;1;5yxj:C
1119;0.4792;1.771;3.721;0.495;8;1;0;0.125;0;13;1;10;1;5tms:C
1120;0.1997;1.788;3.74;0.495;8;1;0;0.125;0;13;1;24;1;4b3r:V
1121;0.4357;1.764;3.714;0.495;8;1;0;0;0;13;1;11;1;3wt5:C
1122;0.6739;2.8;4.745;0.495;9;1;0;0;0;13;1;9;1;4tuz:G
1123;0.1997;2.127;4.1;0.496;8;1;0;0.125;0;13;1;24;1;4yy3:V
1124;0.102;2.017;3.987;0.496;8;1;0;0.125;0;13;1;47;1;6qwn:G
1125;0.1997;2.127;4.1;0.496;8;1;0;0.125;0;13;1;24;1;1j5e:V
1126;0.3686;1.518;3.43;0.496;8;1;0;0;0;13;1;13;1;2jf9:R
1127;0.1997;2.127;4.1;0.496;8;1;0;0.125;0;13;1;24;1;4ox9:V
1128;0.4076;2.688;4.643;0.496;7;1;0;0.1429;0;13;1;9;1;3v3b:C
1129;0.599;2.028;3.998;0.497;8;1;0;0.25;0;13;1;8;1;5hsp:D
1130;0.4356;2.112;4.084;0.497;8;1;0;0;0;13;1;11;1;6pel:B
1131;0.6738;2.864;4.802;0.497;9;1;0;0;0;13;1;9;1;4pps:D
1132;0.2756;1.134;2.943;0.497;9;1;0;0;0;13;1;22;1;3m1f:V
1133;0.5513;1.778;3.729;0.497;9;1;0;0;0;13;1;11;1;6a60:F
1134;0.5513;1.504;3.414;0.497;9;1;0;0.1111;0;13;1;11;1;1tfc:C
1135;0.4585;2.077;4.049;0.498;7;1;0;0.1429;0;13;1;8;1;7t2x:C
1136;0.5324;1.768;3.718;0.498;8;1;0;0.125;0;13;1;9;1;5x8u:B
1137;0.5324;1.768;3.718;0.498;8;1;0;0.125;0;13;1;9;1;5x8w:B
1138;0.05383;1.768;3.718;0.498;8;1;0;0;0;13;1;89;1;1wil:A
1139;0.4356;2.104;4.077;0.498;8;1;0;0;0;13;1;11;1;6ph7:B
1140;0.3567;1.501;3.41;0.498;9;1;0;0;0;13;1;17;1;2lsi:B
1141;0.3194;2.069;4.041;0.498;8;1;0;0;0;13;1;15;1;4fmq:B
1142;0.3685;1.761;3.71;0.498;8;1;0;0.125;0;13;1;13;1;5vlk:Y
1143;0.6063;1.764;3.714;0.499;9;1;0;0.2222;0;13;1;10;1;4edn:M
1144;0.1747;1.495;3.402;0.499;7;1;0;0;0;13;1;21;1;1ter:A
1145;0.4355;1.775;3.725;0.499;8;1;0;0;0;13;1;11;1;3vtb:B
1146;0.5239;2.014;3.983;0.5;7;1;0;0;0;13;1;7;1;6y0v:E
1147;0.1996;2.119;4.092;0.5;8;1;0;0.125;0;13;1;24;1;1hr0:V
1148;0.479;1.771;3.721;0.5;8;1;0;0.125;0;13;1;10;1;5tm8:D
1149;0.05771;1.745;3.692;0.5;8;1;0;0.125;0;13;1;83;1;4m77:A
1150;0.1996;2.131;4.104;0.5;8;1;0;0.125;0;13;1;24;1;1hnw:V
1151;0.1597;1.134;2.943;0.5;8;1;0;0;0;13;1;30;1;1jco:B
1152;0.3421;1.495;3.402;0.501;8;1;0;0.125;0;13;1;14;1;2v8w:F
1153;0.4354;1.508;3.418;0.501;8;1;0;0.125;0;13;1;11;1;5ufs:C
1154;0.2449;2.01;3.979;0.501;6;1;0;0;0;13;1;11;1;1z71:B
1155;0.2619;2.025;3.994;0.501;7;1;0;0.1429;0;13;1;14;1;6ua4:N
1156;0.4789;1.768;3.718;0.502;8;1;0;0;0;13;1;10;1;6k5o:C
1157;0.5986;2.688;4.643;0.502;8;1;0;0;0;13;1;8;1;7c6q:B
1158;0.4789;1.764;3.714;0.502;8;1;0;0.125;0;13;1;10;1;5di7:D
1159;0.4354;1.524;3.437;0.502;8;1;0;0.125;0;13;1;11;1;1mzn:F
1160;0.3788;1.751;3.699;0.502;9;1;0;0.1111;0;13;1;16;1;3r29:C
1161;0.551;1.748;3.695;0.503;9;1;0;0;0;13;1;11;1;7wgp:B
1162;0.1995;2.119;4.092;0.503;8;1;0;0.125;0;13;1;24;1;1n32:V
1163;0.1995;1.775;3.725;0.503;8;1;0;0.125;0;13;1;24;1;4lfc:U
1164;0.4789;1.775;3.725;0.503;8;1;0;0.125;0;13;1;10;1;4mgd:G
1165;0.2449;2.01;3.979;0.503;6;1;0;0.3333;0;13;1;11;1;6tyu:B
1166;0.4788;1.771;3.721;0.503;8;1;0;0.125;0;13;1;10;1;4mga:D
1167;0.5321;2.089;4.061;0.503;8;1;0;0.125;0;13;1;9;1;5kcw:D
1168;0.4353;1.511;3.422;0.503;8;1;0;0.125;0;13;1;11;1;3dct:B
1169;0.505;1.761;3.71;0.503;9;1;0;0.1111;0;13;1;12;1;7sqa:D
1170;0.094;1.745;3.692;0.503;7;1;0;0;0;13;1;39;1;1y0j:A
1171;0.4073;2.077;4.049;0.504;7;1;0;0;0;13;1;9;1;5gid:C
1172;0.1995;1.781;3.732;0.504;8;1;0;0.125;0;13;1;24;1;4dr4:U
1173;0.4353;1.511;3.422;0.504;8;1;0;0.125;0;13;1;11;1;7cxf:B
1174;0.1995;2.119;4.092;0.504;8;1;0;0.125;0;13;1;24;1;4lf4:U
1175;0.4353;1.514;3.426;0.504;8;1;0;0.125;0;13;1;11;1;3p89:B
1176;0.4353;1.511;3.422;0.504;8;1;0;0;0;13;1;11;1;6y13:A
1177;0.399;1.498;3.406;0.504;8;1;0;0.25;0;13;1;12;1;6dgp:C
1178;0.4353;1.761;3.71;0.504;8;1;0;0;0;13;1;11;1;5b5b:C
1179;0.399;2.073;4.045;0.504;8;1;0;0;0;13;1;12;1;1d1e:A
1180;0.4073;2.679;4.635;0.504;7;1;0;0.1429;0;13;1;9;1;3puj:C
1181;0.1995;2.115;4.088;0.505;8;1;0;0.125;0;13;1;24;1;1ibm:V
1182;0.4788;1.504;3.414;0.505;8;1;0;0.125;0;13;1;10;1;5dv3:B
1183;0.532;2.096;4.069;0.505;8;1;0;0.125;0;13;1;9;1;6fzp:C
1184;0.1995;2.127;4.1;0.505;8;1;0;0.125;0;13;1;24;1;1ibk:V
1185;0.4661;1.764;3.714;0.505;9;1;0;0.1111;0;13;1;13;1;3gm1:F
1186;0.3989;1.514;3.426;0.505;8;1;0;0.125;0;13;1;12;1;8dzv:C
1187;0.1317;1.498;3.406;0.505;9;1;0;0;0;13;1;46;1;2ytq:A
1188;0.5508;1.511;3.422;0.505;9;1;0;0;0;13;1;11;1;6sz5:B
1189;0.3564;1.143;2.956;0.505;9;1;0;0;0;13;1;17;1;6x2p:D
1190;0.3665;2.073;4.045;0.505;7;1;0;0.2857;0;13;1;10;1;4gao:H
1191;0.1047;2.043;4.014;0.505;7;1;0;0.1429;0;13;1;35;1;5ohg:J
1192;0.4352;2.104;4.077;0.505;8;1;0;0;0;13;1;11;1;6pgs:B
1193;0.5319;2.104;4.077;0.506;8;1;0;0.125;0;13;1;9;1;1p93:H
1194;0.1773;1.514;3.426;0.506;8;1;0;0;0;13;1;27;1;7vwo:J
1195;0.06664;2.036;4.006;0.506;7;1;0;0;0;13;1;55;1;6ib1:H
1196;0.171;1.518;3.43;0.506;8;1;0;0;0;13;1;28;1;7vwo:D
1197;0.4039;1.134;2.943;0.506;9;1;0;0.1111;0;13;1;15;1;7ekb:P
1198;0.4787;1.768;3.718;0.507;8;1;0;0;0;13;1;10;1;5xpp:C
1199;0.1994;2.112;4.084;0.507;8;1;0;0.125;0;13;1;24;1;4dr6:U
1200;0.1994;2.123;4.096;0.507;8;1;0;0.125;0;13;1;24;1;4nxn:U
1201;0.4351;1.508;3.418;0.507;8;1;0;0.125;0;13;1;11;1;7bpz:B
1202;0.4786;1.768;3.718;0.507;8;1;0;0;0;13;1;10;1;5q16:B
1203;0.4351;1.511;3.422;0.507;8;1;0;0.125;0;13;1;11;1;5q0l:B
1204;0.4072;2.073;4.045;0.507;7;1;0;0.1429;0;13;1;9;1;4s14:C
1205;0.3989;1.521;3.434;0.507;8;1;0;0;0;13;1;12;1;7uxn:B
1206;0.7478;2.864;4.802;0.507;10;1;0;0;0;13;1;10;1;5dmf:D
1207;0.1994;2.127;4.1;0.507;8;1;0;0.125;0;13;1;24;1;4dr3:U
1208;0.458;2.073;4.045;0.508;7;1;0;0.1429;0;13;1;8;1;4dm8:D
1209;0.435;1.764;3.714;0.509;8;1;0;0;0;13;1;11;1;2zla:C
1210;0.2523;2.761;4.71;0.509;9;1;0;0.2222;0;13;1;24;1;3na1:D
1211;0.3418;1.511;3.422;0.509;8;1;0;0;0;13;1;14;1;7uwi:F
1212;0.435;1.768;3.718;0.509;8;1;0;0.125;0;13;1;11;1;7xwp:C
1213;0.5316;1.751;3.699;0.51;8;1;0;0.125;0;13;1;9;1;3dzy:G
1214;0.2818;1.491;3.398;0.51;7;1;0;0.2857;0;13;1;13;1;1ywh:L
1215;0.4037;1.14;2.952;0.511;9;1;0;0.1111;0;13;1;15;1;4xc1:P
1216;0.4349;2.089;4.061;0.511;8;1;0;0;0;13;1;11;1;3dqb:B
1217;0.1346;1.761;3.71;0.511;9;1;0;0.3333;0;13;1;45;1;5ac9:4
1218;0.4784;1.764;3.714;0.511;8;1;0;0;0;13;1;10;1;5y49:E
1219;0.1993;2.115;4.088;0.511;8;1;0;0.125;0;13;1;24;1;2vqf:U
1220;0.5315;1.761;3.71;0.512;8;1;0;0;0;13;1;9;1;5q1g:B
1221;0.5315;1.754;3.703;0.512;8;1;0;0.125;0;13;1;9;1;2qa6:C
1222;0.4784;1.761;3.71;0.512;8;1;0;0;0;13;1;10;1;5xzf:C
1223;0.4784;2.717;4.67;0.512;8;1;0;0;0;13;1;10;1;2z4j:B
1224;0.4349;1.768;3.718;0.513;8;1;0;0.125;0;13;1;11;1;7nfb:D
1225;0.4484;2.006;3.975;0.513;6;1;0;0;0;13;1;6;1;4j86:D
1226;0.2814;1.511;3.422;0.513;8;1;0;0.25;0;13;1;17;1;7bg8:D
1227;0.4783;1.521;3.434;0.513;8;1;0;0.125;0;13;1;10;1;6ssq:F
1228;0.5315;1.748;3.695;0.513;8;1;0;0.125;0;13;1;9;1;7k17:C
1229;0.1708;2.688;4.643;0.513;8;1;0;0;0;13;1;28;1;1m0j:A
1230;0.4783;1.504;3.414;0.513;8;1;0;0.125;0;13;1;10;1;5dv6:B
1231;0.3679;1.485;3.39;0.514;8;1;0;0.125;0;13;1;13;1;1hr1:A
1232;0.7473;2.786;4.733;0.514;10;1;0;0;0;13;1;10;1;7rke:D
1233;0.1293;1.761;3.71;0.514;8;1;0;0;0;13;1;37;1;5x8r:x
1234;0.5314;1.771;3.721;0.514;8;1;0;0.125;0;13;1;9;1;2g44:D
1235;0.5044;2.953;4.882;0.514;9;1;0;0.1111;0;13;1;12;1;5eay:H
1236;0.6726;2.829;4.772;0.514;9;1;0;0;0;13;1;9;1;4tuz:F
1237;0.5502;1.764;3.714;0.515;9;1;0;0;0;13;1;11;1;6a5z:G
1238;0.4035;0.875;2.571;0.515;9;1;0;0;0;13;1;15;1;1l4x:C
1239;0.6725;2.829;4.772;0.515;9;1;0;0;0;13;1;9;1;4znu:C
1240;0.5044;1.131;2.938;0.515;9;1;0;0.2222;0;13;1;12;1;1ow8:F
1241;0.1993;2.123;4.096;0.515;8;1;0;0.125;0;13;1;24;1;1xmq:V
1242;0.3679;1.286;3.144;0.515;8;1;0;0.125;0;13;1;13;1;1p8d:D
1243;0.4347;2.1;4.073;0.515;8;1;0;0.25;0;13;1;11;1;4gao:F
1244;0.1992;1.775;3.725;0.515;8;1;0;0.125;0;13;1;24;1;3t1y:V
1245;0.1992;2.123;4.096;0.516;8;1;0;0.125;0;13;1;24;1;4lfb:U
1246;0.5043;1.309;3.173;0.516;9;1;0;0.1111;0;13;1;12;1;5n89:E
1247;0.4781;1.508;3.418;0.516;8;1;0;0.25;0;13;1;10;1;3rqe:E
1248;0.4781;2.089;4.061;0.516;8;1;0;0.125;0;13;1;10;1;1uhl:D
1249;0.244;1.289;3.148;0.517;7;1;0;0;0;13;1;15;1;3cmh:A
1250;0.3051;2.069;4.041;0.517;7;1;0;0;0;13;1;12;1;3k33:E
1251;0.1992;2.115;4.088;0.517;8;1;0;0.125;0;13;1;24;1;4lfa:U
1252;0.1513;1.153;2.969;0.517;9;1;0;0;0;13;1;40;1;1ica:A
1253;0.2288;2.021;3.991;0.517;7;1;0;0;0;13;1;16;1;5eta:C
1254;0.4346;1.761;3.71;0.517;8;1;0;0;0;13;1;11;1;3w5r:C
1255;0.4781;1.805;3.758;0.517;8;1;0;0.125;0;13;1;10;1;5dxq:D
1256;0.5312;1.771;3.721;0.518;8;1;0;0.125;0;13;1;9;1;5kr9:D
1257;0.55;1.754;3.703;0.518;9;1;0;0;0;13;1;11;1;3lmp:C
1258;0.5311;1.745;3.692;0.519;8;1;0;0;0;13;1;9;1;5cq9:C
1259;0.6455;2.864;4.802;0.519;11;1;0;0.09091;0;13;1;14;1;1ejh:E
1260;0.4033;1.495;3.402;0.519;9;1;0;0;0;13;1;15;1;7wek:D
1261;0.4345;1.514;3.426;0.519;8;1;0;0.125;0;13;1;11;1;1mzn:H
1262;0.6722;2.8;4.745;0.519;9;1;0;0;0;13;1;9;1;4znh:C
1263;0.478;1.771;3.721;0.519;8;1;0;0;0;13;1;10;1;5wgq:F
1264;0.1992;1.758;3.706;0.519;8;1;0;0.125;0;13;1;24;1;5lmq:V
1265;0.478;1.761;3.71;0.519;8;1;0;0;0;13;1;10;1;3s9s:B
1266;0.4345;1.514;3.426;0.52;8;1;0;0.125;0;13;1;11;1;7cxi:B
1267;0.2815;1.488;3.394;0.52;7;1;0;0.2857;0;13;1;13;1;1ywh:P
1268;0.531;1.768;3.718;0.52;8;1;0;0.125;0;13;1;9;1;5tm9:C
1269;0.531;1.775;3.725;0.52;8;1;0;0;0;13;1;9;1;3lzb:E
1270;0.2614;2.01;3.979;0.52;7;1;0;0.1429;0;13;1;14;1;6u8r:K
1271;0.1991;2.112;4.084;0.521;8;1;0;0.125;0;13;1;24;1;4ji2:U
1272;0.1415;2.006;3.975;0.521;6;1;0;0;0;13;1;19;1;2l45:A
1273;0.1991;1.771;3.721;0.521;8;1;0;0.125;0;13;1;24;1;5lmr:V
1274;0.6788;2.773;4.721;0.521;10;1;0;0;0;13;1;11;1;2qse:D
1275;0.4344;1.761;3.71;0.521;8;1;0;0.125;0;13;1;11;1;3tdz:E
1276;0.3186;1.504;3.414;0.521;8;1;0;0.125;0;13;1;15;1;5avi:D
1277;0.1991;1.781;3.732;0.521;8;1;0;0.125;0;13;1;24;1;4x66:U
1278;0.531;1.754;3.703;0.522;8;1;0;0.125;0;13;1;9;1;5kro:D
1279;0.1742;2.032;4.002;0.522;7;1;0;0;0;13;1;21;1;6zhb:A
